timestamp,Open,High,Low,Close,Volume
2025-01-23 22:00:00,3248.56,3261.28,3246.25,3260.49,1594.0585
2025-01-23 22:05:00,3260.49,3265.23,3254.65,3261.02,3458.8833
2025-01-23 22:10:00,3261.02,3271.0,3257.52,3269.24,2400.7788
2025-01-23 22:15:00,3269.13,3276.83,3261.02,3274.88,3204.146
2025-01-23 22:20:00,3274.89,3295.0,3273.9,3295.0,5040.8927
2025-01-23 22:25:00,3294.99,3298.0,3285.07,3292.09,4566.8375
2025-01-23 22:30:00,3292.08,3311.4,3292.08,3303.23,6187.1864
2025-01-23 22:35:00,3303.23,3315.0,3298.71,3312.08,3765.4323
2025-01-23 22:40:00,3312.07,3318.9,3302.66,3311.03,3101.9503
2025-01-23 22:45:00,3311.03,3313.13,3299.5,3305.6,1744.1544
2025-01-23 22:50:00,3305.61,3309.47,3305.48,3307.3,1298.1366
2025-01-23 22:55:00,3307.27,3323.49,3303.97,3322.36,3011.5285
2025-01-23 23:00:00,3322.36,3332.31,3312.0,3319.99,3465.7816
2025-01-23 23:05:00,3320.0,3325.86,3315.02,3318.3,1940.3058
2025-01-23 23:10:00,3318.31,3323.0,3315.1,3317.15,1266.9138
2025-01-23 23:15:00,3317.14,3331.47,3317.14,3330.3,2135.1265
2025-01-23 23:20:00,3330.29,3344.0,3330.29,3343.69,6059.2351
2025-01-23 23:25:00,3343.69,3345.0,3333.78,3336.36,1991.6939
2025-01-23 23:30:00,3336.36,3336.5,3330.26,3335.19,1536.288
2025-01-23 23:35:00,3335.19,3344.22,3334.91,3338.7,2525.8272
2025-01-23 23:40:00,3338.69,3347.97,3334.4,3338.09,1668.0581
2025-01-23 23:45:00,3338.1,3338.54,3327.95,3328.7,1545.3998
2025-01-23 23:50:00,3328.7,3334.94,3328.0,3332.7,1456.2658
2025-01-23 23:55:00,3332.7,3342.89,3331.86,3338.21,1594.0384
2025-01-24 00:00:00,3338.22,3349.6,3333.68,3334.36,3912.8457
2025-01-24 00:05:00,3334.37,3337.0,3329.2,3335.29,1617.6989
2025-01-24 00:10:00,3335.29,3340.0,3329.67,3329.67,1359.9132
2025-01-24 00:15:00,3329.61,3334.6,3319.0,3319.08,2233.6539
2025-01-24 00:20:00,3319.08,3325.41,3318.56,3321.61,1505.0108
2025-01-24 00:25:00,3321.61,3322.14,3313.61,3314.23,1393.0734
2025-01-24 00:30:00,3314.23,3316.29,3307.76,3310.16,2011.3189
2025-01-24 00:35:00,3310.15,3310.84,3303.07,3307.33,1347.647
2025-01-24 00:40:00,3307.33,3307.54,3295.6,3296.23,1548.8962
2025-01-24 00:45:00,3296.24,3305.6,3296.11,3296.21,1937.488
2025-01-24 00:50:00,3296.22,3298.3,3287.79,3289.95,1791.1603
2025-01-24 00:55:00,3289.95,3290.5,3284.6,3285.42,3050.4771
2025-01-24 01:00:00,3285.42,3302.2,3284.27,3300.65,2730.375
2025-01-24 01:05:00,3300.66,3305.04,3295.0,3302.63,1266.6229
2025-01-24 01:10:00,3302.63,3304.45,3298.12,3301.38,1054.5541
2025-01-24 01:15:00,3301.39,3305.0,3293.0,3305.0,1601.5822
2025-01-24 01:20:00,3305.0,3315.87,3304.51,3309.01,1870.6773
2025-01-24 01:25:00,3309.0,3319.43,3306.5,3318.81,1110.0164
2025-01-24 01:30:00,3318.8,3323.87,3314.8,3319.7,2101.0019
2025-01-24 01:35:00,3319.7,3325.97,3313.11,3313.99,1504.0149
2025-01-24 01:40:00,3314.0,3317.43,3306.8,3309.4,1314.6356
2025-01-24 01:45:00,3309.39,3311.49,3303.0,3303.33,1250.2849
2025-01-24 01:50:00,3303.34,3305.8,3288.36,3288.59,1808.751
2025-01-24 01:55:00,3288.58,3299.1,3285.66,3298.49,3042.8832
2025-01-24 02:00:00,3298.49,3301.63,3289.06,3293.6,1177.9867
2025-01-24 02:05:00,3293.61,3306.19,3291.67,3301.89,1537.4712
2025-01-24 02:10:00,3301.88,3307.26,3296.95,3306.81,998.4332
2025-01-24 02:15:00,3306.81,3313.9,3306.72,3309.61,1005.3795
2025-01-24 02:20:00,3309.6,3309.78,3301.93,3305.99,825.7572
2025-01-24 02:25:00,3305.99,3307.62,3303.03,3307.0,531.9142
2025-01-24 02:30:00,3306.99,3312.32,3302.56,3308.24,1256.9814
2025-01-24 02:35:00,3308.24,3310.0,3304.78,3309.83,724.5636
2025-01-24 02:40:00,3309.83,3310.62,3302.91,3304.11,659.3795
2025-01-24 02:45:00,3304.11,3304.29,3280.24,3287.15,2765.6333
2025-01-24 02:50:00,3287.15,3297.0,3285.6,3285.6,1165.2124
2025-01-24 02:55:00,3285.6,3288.4,3283.51,3285.41,810.2521
2025-01-24 03:00:00,3285.41,3306.32,3285.41,3297.54,2063.3698
2025-01-24 03:05:00,3297.52,3300.0,3290.62,3294.94,778.4319
2025-01-24 03:10:00,3294.94,3294.94,3288.0,3290.19,1044.1733
2025-01-24 03:15:00,3290.18,3292.49,3284.6,3288.0,986.7417
2025-01-24 03:20:00,3288.01,3289.15,3277.0,3277.01,1384.0097
2025-01-24 03:25:00,3277.01,3307.33,3275.9,3298.51,4186.715
2025-01-24 03:30:00,3298.51,3308.71,3298.09,3303.93,3187.0017
2025-01-24 03:35:00,3303.93,3311.5,3296.44,3309.94,2604.895
2025-01-24 03:40:00,3309.94,3313.13,3303.35,3310.01,1251.5323
2025-01-24 03:45:00,3310.01,3311.35,3302.0,3304.81,1508.1562
2025-01-24 03:50:00,3304.8,3310.5,3302.45,3305.52,1705.075
2025-01-24 03:55:00,3305.52,3305.52,3298.69,3302.26,1296.8382
2025-01-24 04:00:00,3302.26,3302.26,3294.0,3294.34,781.4073
2025-01-24 04:05:00,3294.34,3305.44,3292.23,3304.9,646.295
2025-01-24 04:10:00,3304.91,3309.0,3304.59,3305.78,872.408
2025-01-24 04:15:00,3305.77,3310.5,3304.2,3306.25,1164.8457
2025-01-24 04:20:00,3306.25,3306.25,3298.22,3299.4,725.7323
2025-01-24 04:25:00,3299.41,3304.44,3297.7,3303.51,706.163
2025-01-24 04:30:00,3303.5,3309.18,3300.3,3308.08,752.7956
2025-01-24 04:35:00,3308.09,3319.67,3308.08,3318.21,1559.5916
2025-01-24 04:40:00,3318.22,3325.0,3318.22,3323.62,2073.1386
2025-01-24 04:45:00,3323.62,3339.0,3323.62,3329.32,4441.2582
2025-01-24 04:50:00,3329.32,3331.98,3323.7,3324.61,1178.5423
2025-01-24 04:55:00,3324.6,3340.4,3324.17,3333.4,2412.1208
2025-01-24 05:00:00,3333.4,3338.0,3329.3,3334.59,2011.4893
2025-01-24 05:05:00,3334.6,3352.0,3332.81,3352.0,4320.4409
2025-01-24 05:10:00,3352.0,3374.0,3352.0,3362.94,6728.6955
2025-01-24 05:15:00,3362.94,3375.59,3358.0,3369.91,3847.4866
2025-01-24 05:20:00,3369.9,3373.0,3363.73,3366.59,3215.9045
2025-01-24 05:25:00,3366.59,3371.6,3363.02,3367.5,1154.3887
2025-01-24 05:30:00,3367.5,3372.99,3364.14,3372.99,1386.3088
2025-01-24 05:35:00,3372.99,3378.81,3370.64,3370.89,1878.7524
